,time,month,quarter,day_week
100,2,4,2,4
101,20,3,1,0
102,20,3,1,0
103,21,3,1,0
104,16,3,1,3
105,0,1,1,3
106,0,1,1,3
107,23,4,2,4
108,20,1,1,1
109,0,2,1,6
110,0,2,1,6
111,20,4,2,1
112,20,4,2,1
113,20,4,2,1
114,20,4,2,1
115,20,4,2,1
116,16,4,2,2
117,7,1,1,1
118,7,1,1,1
119,7,1,1,1
120,7,1,1,1
121,7,1,1,1
122,1,2,1,3
123,1,2,1,0
124,0,4,2,6
125,0,4,2,6
126,15,2,1,5
127,15,2,1,5
128,15,2,1,5
129,18,2,1,6
130,21,2,1,6
131,2,2,1,0
132,2,2,1,0
133,2,2,1,0
134,2,2,1,0
135,2,2,1,0
136,2,2,1,0
137,2,2,1,0
138,2,2,1,0
139,18,2,1,0
140,18,2,1,0
141,21,2,1,0
142,23,2,1,3
143,23,2,1,3
144,0,2,1,5
145,0,2,1,5
146,0,2,1,5
147,23,2,1,6
148,23,2,1,6
149,23,2,1,6
150,0,2,1,0
151,0,2,1,0
152,0,2,1,0
153,0,2,1,0
154,13,3,1,6
155,13,3,1,6
156,13,3,1,6
157,13,3,1,6
158,17,3,1,4
159,16,3,1,0
160,15,3,1,1
161,1,3,1,2
162,1,3,1,2
163,1,3,1,2
164,1,3,1,2
165,2,3,1,2
166,2,3,1,2
167,2,3,1,2
168,2,3,1,2
169,12,3,1,2
170,16,2,1,2
171,8,2,1,5
172,8,2,1,5
173,17,4,2,1
174,17,4,2,1
175,17,4,2,1
176,1,3,1,3
177,20,3,1,6
178,20,3,1,6
179,17,3,1,3
180,17,3,1,3
181,18,3,1,1
182,18,3,1,1
183,18,3,1,1
184,18,3,1,1
185,18,3,1,1
186,18,3,1,1
187,18,3,1,1
188,18,3,1,1
189,18,3,1,1
190,18,3,1,1
191,10,3,1,0
192,18,1,1,2
193,19,1,1,2
194,16,3,1,6
195,16,3,1,6
196,18,2,1,4
197,18,2,1,4
198,18,2,1,4
199,21,2,1,0
200,21,2,1,0
201,21,2,1,0
202,21,2,1,0
203,21,2,1,0
204,21,2,1,0
205,23,2,1,0
206,23,2,1,0
207,23,2,1,0
208,19,2,1,3
209,19,2,1,3
210,19,2,1,3
211,2,3,1,3
212,2,3,1,3
213,17,4,2,1
214,17,4,2,1
215,21,1,1,3
216,21,1,1,3
217,21,1,1,3
218,15,1,1,0
219,9,1,1,3
220,9,1,1,3
221,9,1,1,3
222,9,1,1,3
223,9,1,1,3
224,9,1,1,3
225,9,1,1,3
226,9,1,1,3
227,16,2,1,1
228,17,2,1,2
229,9,2,1,3
230,9,2,1,3
231,9,2,1,3
232,10,2,1,3
233,11,2,1,4
234,11,2,1,4
235,11,2,1,4
236,11,2,1,4
237,18,2,1,4
238,19,3,1,4
239,17,3,1,1
240,17,3,1,1
241,9,3,1,4
242,9,3,1,4
243,9,3,1,4
244,9,3,1,4
245,9,3,1,4
246,9,3,1,4
247,9,3,1,4
248,9,3,1,4
249,8,3,1,6
250,8,3,1,6
251,8,3,1,6
252,8,3,1,6
253,8,3,1,6
254,8,3,1,6
255,9,3,1,6
256,9,3,1,6
257,8,4,2,4
258,8,4,2,4
259,8,4,2,4
260,8,4,2,4
261,8,4,2,4
262,8,4,2,4
263,8,4,2,3
264,9,4,2,3
265,12,4,2,4
266,23,1,1,3
267,21,2,1,5
268,21,2,1,5
269,21,2,1,5
270,21,2,1,5
271,21,2,1,5
272,23,2,1,6
273,14,2,1,2
274,14,2,1,4
275,15,2,1,5
276,1,3,1,5
277,0,3,1,6
278,0,3,1,6
279,1,4,2,1
280,1,3,1,2
281,1,3,1,2
282,1,3,1,2
283,1,3,1,2
284,21,3,1,5
285,21,3,1,5
286,21,3,1,5
287,21,3,1,5
288,21,3,1,5
289,8,3,1,3
290,8,3,1,4
291,20,3,1,5
292,8,3,1,3
293,8,4,2,3
294,8,4,2,5
295,17,2,1,4
296,17,2,1,4
297,4,1,1,5
298,4,1,1,5
299,4,1,1,5
300,4,1,1,5
301,1,3,1,5
302,1,3,1,5
303,1,3,1,5
304,1,3,1,5
305,1,3,1,5
306,1,3,1,5
307,1,3,1,5
308,1,3,1,5
309,1,3,1,5
310,5,3,1,5
311,5,3,1,5
312,5,3,1,5
313,5,3,1,5
314,18,2,1,0
315,18,2,1,0
316,18,2,1,0
317,18,2,1,0
318,18,2,1,0
319,19,4,2,4
320,19,4,2,4
321,19,4,2,4
322,19,4,2,4
323,19,4,2,4
324,10,4,2,2
325,10,4,2,2
326,14,3,1,6
327,14,3,1,6
328,14,3,1,6
329,14,3,1,6
330,13,3,1,2
331,12,4,2,4
332,22,3,1,2
333,22,3,1,2
334,23,4,2,2
335,23,4,2,2
336,18,3,1,6
337,18,3,1,6
338,23,3,1,5
339,23,3,1,5
340,23,3,1,5
341,23,3,1,5
342,18,3,1,5
343,18,3,1,5
344,18,3,1,5
345,18,3,1,5
346,18,3,1,5
347,8,3,1,4
348,8,3,1,6
349,15,3,1,0
350,15,3,1,0
351,2,2,1,5
352,20,3,1,3
353,20,3,1,3
354,20,3,1,3
355,10,4,2,3
356,20,3,1,2
357,20,3,1,2
358,12,3,1,3
359,12,3,1,3
360,0,3,1,5
361,0,3,1,5
362,0,3,1,5
363,0,3,1,5
364,10,4,2,4
365,16,1,1,2
366,16,3,1,4
367,23,3,1,5
368,23,3,1,5
369,23,4,2,1
370,15,4,2,0
371,1,2,1,2
372,15,2,1,3
373,15,2,1,3
374,15,2,1,3
375,16,2,1,3
376,16,2,1,3
377,1,2,1,4
378,14,2,1,4
379,14,2,1,4
380,14,2,1,4
381,14,2,1,4
382,15,2,1,4
383,2,3,1,4
384,2,3,1,4
385,0,3,1,1
386,0,3,1,1
387,0,3,1,1
388,0,3,1,1
389,0,3,1,1
390,22,2,1,0
391,22,2,1,0
392,9,3,1,6
393,9,3,1,6
394,23,2,1,2
395,23,2,1,2
396,10,3,1,0
397,1,3,1,2
398,1,3,1,2
399,21,3,1,4
400,18,2,1,0
401,18,2,1,0
402,17,3,1,3
403,17,3,1,3
404,18,3,1,3
405,18,3,1,3
406,18,4,2,0
407,18,3,1,1
408,18,3,1,1
409,0,2,1,2
410,0,2,1,2
411,0,2,1,2
412,11,3,1,5
413,11,3,1,5
414,11,3,1,5
415,11,3,1,5
416,16,3,1,6
417,22,3,1,5
418,22,3,1,5
419,14,1,1,1
420,20,3,1,1
421,20,3,1,1
422,20,3,1,1
423,13,3,1,2
424,13,3,1,2
425,13,3,1,2
426,13,3,1,2
427,1,3,1,3
428,1,3,1,3
429,1,3,1,3
430,1,3,1,3
431,1,3,1,3
432,1,3,1,3
433,1,3,1,3
434,1,3,1,3
435,2,3,1,3
436,2,3,1,3
437,16,2,1,0
438,17,2,1,5
439,17,2,1,5
440,3,2,1,2
441,3,2,1,2
442,5,4,2,6
443,5,4,2,6
444,17,2,1,3
445,22,2,1,4
446,22,2,1,4
447,18,4,2,1
448,18,4,2,1
449,18,3,1,1
450,18,3,1,1
451,19,3,1,1
452,19,3,1,1
453,19,3,1,1
454,12,4,2,5
455,12,4,2,5
456,12,4,2,5
457,12,4,2,5
458,12,4,2,5
459,13,4,2,5
460,13,4,2,5
461,13,4,2,5
462,13,4,2,5
463,13,4,2,5
464,13,4,2,5
465,13,4,2,5
466,13,4,2,5
467,13,3,1,5
468,16,2,1,5
469,16,2,1,5
470,16,2,1,5
471,16,2,1,5
472,16,2,1,5
473,16,2,1,5
474,16,2,1,5
475,14,2,1,4
476,14,2,1,4
477,15,2,1,6
478,15,2,1,6
479,14,2,1,0
480,0,2,1,4
481,0,2,1,4
482,0,2,1,4
483,0,2,1,4
484,0,2,1,4
485,0,2,1,4
486,0,2,1,4
487,0,2,1,4
488,0,2,1,4
489,0,2,1,4
490,2,2,1,4
491,2,2,1,4
492,8,1,1,1
493,8,1,1,1
494,9,1,1,1
495,9,1,1,1
496,6,1,1,4
497,7,1,1,4
498,10,1,1,4
499,10,1,1,4
500,7,1,1,6
501,6,1,1,0
502,7,1,1,0
503,6,1,1,1
504,7,1,1,1
505,7,1,1,5
506,7,1,1,5
507,6,1,1,0
508,6,1,1,0
509,7,1,1,0
510,7,1,1,0
511,7,1,1,0
512,7,1,1,0
513,7,1,1,0
514,7,1,1,0
515,7,1,1,0
516,11,2,1,1
517,6,2,1,0
518,7,2,1,0
519,7,2,1,0
520,7,2,1,0
521,7,2,1,0
522,7,2,1,0
523,10,2,1,0
524,6,2,1,1
525,7,2,1,1
526,6,2,1,4
527,6,2,1,4
528,6,2,1,4
529,6,2,1,4
530,6,2,1,4
531,6,2,1,4
532,6,2,1,4
533,7,2,1,4
534,6,2,1,6
535,6,2,1,6
536,6,2,1,0
537,7,2,1,0
538,6,2,1,1
539,7,2,1,1
540,7,2,1,1
541,1,2,1,4
542,6,2,1,4
543,20,2,1,0
544,7,2,1,2
545,7,2,1,2
546,7,2,1,2
547,7,2,1,2
548,7,2,1,2
549,6,2,1,3
550,7,2,1,3
551,6,2,1,5
552,7,2,1,5
553,7,2,1,5
554,10,2,1,5
555,6,3,1,5
556,6,3,1,6
557,6,3,1,6
558,6,3,1,6
559,6,3,1,6
560,6,3,1,6
561,6,3,1,6
562,6,3,1,6
563,6,3,1,0
564,6,3,1,0
565,7,3,1,0
566,7,3,1,0
567,7,3,1,0
568,6,3,1,1
569,6,3,1,1
570,7,3,1,3
571,7,3,1,3
572,12,3,1,5
573,12,3,1,5
574,12,3,1,5
575,7,3,1,6
576,7,3,1,6
577,12,3,1,6
578,6,3,1,0
579,6,3,1,0
580,5,3,1,1
581,5,3,1,3
582,5,3,1,3
583,5,3,1,3
584,5,3,1,3
585,5,3,1,3
586,5,3,1,5
587,6,3,1,5
588,6,3,1,5
589,6,3,1,5
590,6,3,1,5
591,6,3,1,1
592,6,3,1,1
593,6,3,1,2
594,6,3,1,2
595,7,3,1,2
596,7,3,1,2
597,6,3,1,3
598,8,3,1,4
599,8,3,1,4
600,8,3,1,4
601,15,3,1,6
602,15,3,1,6
603,5,3,1,0
604,6,3,1,1
605,6,3,1,1
606,6,3,1,1
607,6,3,1,1
608,22,4,2,4
609,6,4,2,0
610,6,4,2,0
611,6,4,2,0
612,6,4,2,0
613,5,4,2,1
614,6,4,2,1
615,6,4,2,1
616,6,4,2,1
617,6,4,2,1
618,6,4,2,2
619,5,4,2,4
620,5,4,2,4
621,5,4,2,4
622,6,4,2,5
623,6,4,2,6
624,6,4,2,6
625,6,4,2,6
626,6,4,2,0
627,6,4,2,0
628,6,4,2,0
629,8,4,2,1
630,6,4,2,2
631,6,4,2,3
632,23,3,1,2
633,17,3,1,6
634,21,4,2,3
635,21,4,2,3
636,21,4,2,3
637,21,4,2,3
638,21,4,2,3
639,22,4,2,3
640,22,4,2,3
641,2,4,2,4
642,2,4,2,4
643,2,4,2,4
644,2,4,2,4
645,2,4,2,4
646,2,4,2,4
647,13,4,2,5
648,13,4,2,5
649,18,3,1,1
650,18,3,1,1
651,18,3,1,1
652,18,3,1,1
653,18,3,1,1
654,23,3,1,1
655,23,3,1,1
656,23,3,1,1
657,23,3,1,1
658,23,3,1,1
659,11,3,1,1
660,23,3,1,3
661,8,3,1,2
662,10,3,1,2
663,10,3,1,2
664,21,3,1,0
665,21,3,1,0
666,21,3,1,0
667,21,3,1,0
668,5,3,1,2
669,5,3,1,2
670,20,4,2,6
671,20,4,2,6
672,0,3,1,2
673,20,1,1,6
674,20,1,1,6
675,20,1,1,6
676,19,3,1,6
677,19,3,1,6
678,19,3,1,6
679,19,3,1,6
680,19,3,1,6
681,11,4,2,5
682,18,4,2,0
683,18,4,2,0
684,18,4,2,0
685,20,4,2,0
686,20,4,2,0
687,14,4,2,2
688,17,2,1,4
689,17,2,1,4
690,17,2,1,4
691,17,2,1,4
692,17,2,1,4
693,18,2,1,4
694,18,2,1,4
695,18,2,1,4
696,18,2,1,4
697,18,2,1,4
698,19,2,1,4
699,22,2,1,4
700,22,2,1,4
701,14,2,1,0
702,14,2,1,0
703,14,3,1,2
704,14,3,1,3
705,14,3,1,5
706,14,3,1,5
707,16,3,1,5
708,0,3,1,5
709,0,3,1,5
710,0,3,1,5
711,0,3,1,5
712,0,3,1,5
713,15,3,1,5
714,18,3,1,0
715,1,2,1,4
716,6,1,1,2
717,7,1,1,2
718,7,1,1,5
719,7,1,1,5
720,1,2,1,4
721,2,2,1,1
722,20,3,1,0
723,23,2,1,1
724,23,2,1,1
725,23,2,1,1
726,22,3,1,4
727,16,4,2,6
728,16,4,2,6
729,16,4,2,6
730,2,1,1,1
731,2,1,1,1
732,3,1,1,1
733,3,1,1,1
734,3,1,1,1
735,3,1,1,1
736,15,3,1,4
737,16,3,1,4
738,16,3,1,4
739,22,3,1,4
740,4,3,1,1
741,4,3,1,1
742,4,3,1,1
743,4,3,1,1
744,1,3,1,3
745,1,3,1,3
746,1,3,1,3
747,1,3,1,3
748,10,3,1,2
749,10,3,1,2
750,10,3,1,2
751,10,3,1,2
752,11,3,1,6
753,15,3,1,0
754,15,3,1,0
755,15,3,1,0
756,15,3,1,0
757,15,3,1,0
758,15,3,1,0
759,15,3,1,0
760,19,3,1,0
761,19,3,1,0
762,18,3,1,1
763,18,3,1,1
764,20,3,1,1
765,10,3,1,4
766,10,3,1,4
767,3,2,1,3
768,4,2,1,3
769,23,3,1,6
770,0,3,1,0
771,0,3,1,0
772,0,3,1,0
773,0,3,1,0
774,17,4,2,0
775,17,4,2,0
776,4,4,2,4
777,4,4,2,4
778,4,4,2,4
779,4,4,2,4
780,4,4,2,4
781,4,4,2,4
782,22,3,1,3
783,21,2,1,3
784,20,3,1,4
785,20,1,1,1
786,20,1,1,1
787,17,3,1,0
788,17,3,1,0
789,17,3,1,0
790,20,2,1,6
791,20,2,1,6
792,21,3,1,2
793,21,3,1,2
794,18,2,1,1
795,18,2,1,1
796,18,2,1,1
797,1,4,2,4
798,1,4,2,4
799,21,2,1,5
800,21,2,1,5
801,21,2,1,5
802,21,2,1,5
803,15,2,1,2
804,15,2,1,2
805,12,2,1,3
806,12,2,1,3
807,12,2,1,3
808,12,2,1,3
809,0,3,1,2
810,0,3,1,2
811,0,3,1,2
812,0,3,1,2
813,0,3,1,2
814,0,3,1,2
815,17,2,1,2
816,20,2,1,1
817,20,2,1,1
818,0,4,2,2
819,0,4,2,2
820,0,4,2,2
821,0,4,2,2
822,0,4,2,2
823,0,4,2,2
824,0,4,2,2
825,22,2,1,6
826,12,2,1,1
827,14,2,1,1
828,14,2,1,1
829,14,2,1,1
830,14,2,1,1
831,14,2,1,2
832,14,2,1,2
833,17,2,1,6
834,17,2,1,6
835,10,2,1,0
836,10,2,1,0
837,10,2,1,0
838,13,2,1,3
839,9,3,1,1
840,12,3,1,1
841,12,3,1,1
842,13,3,1,1
843,13,3,1,1
844,9,3,1,2
845,9,3,1,2
846,9,3,1,2
847,8,3,1,3
848,9,3,1,3
849,9,3,1,3
850,8,3,1,5
851,8,3,1,6
852,8,3,1,6
853,8,3,1,6
854,8,3,1,6
855,8,4,2,6
856,8,4,2,6
857,8,4,2,6
858,9,4,2,6
859,8,4,2,2
860,8,4,2,2
861,9,4,2,2
862,9,4,2,2
863,8,4,2,3
864,8,4,2,4
865,8,4,2,4
866,8,4,2,4
867,8,4,2,4
868,8,4,2,4
869,8,4,2,4
870,9,4,2,5
871,9,4,2,5
872,9,4,2,5
873,8,4,2,0
874,8,4,2,0
875,8,4,2,0
876,8,4,2,0
877,8,4,2,1
878,8,4,2,2
879,9,4,2,2
880,9,4,2,3
881,9,4,2,3
882,5,3,1,6
883,5,3,1,6
884,1,3,1,0
885,1,3,1,0
886,1,3,1,0
887,1,3,1,0
888,1,3,1,0
889,0,3,1,1
890,2,3,1,2
891,15,3,1,5
892,19,3,1,5
893,18,3,1,0
894,1,4,2,2
895,3,4,2,0
896,15,2,1,0
897,15,2,1,0
898,23,3,1,0
899,23,3,1,0
900,23,3,1,0
901,23,3,1,0
902,23,3,1,0
903,23,3,1,0
904,23,3,1,0
905,23,3,1,0
906,6,3,1,2
907,6,3,1,2
908,6,3,1,2
909,7,3,1,2
910,7,3,1,2
911,5,3,1,3
912,5,3,1,3
913,5,3,1,3
914,5,3,1,3
915,6,3,1,3
916,6,3,1,3
917,6,3,1,3
918,6,3,1,3
919,6,3,1,3
920,6,3,1,3
921,6,3,1,3
922,8,3,1,4
923,8,3,1,4
924,8,3,1,4
925,8,3,1,4
926,8,3,1,4
927,14,3,1,6
928,14,3,1,6
929,15,3,1,6
930,15,3,1,6
931,15,3,1,6
932,15,3,1,6
933,15,3,1,6
934,15,3,1,6
935,15,3,1,6
936,15,3,1,6
937,15,3,1,6
938,15,3,1,6
939,11,3,1,2
940,11,3,1,2
941,11,3,1,2
942,5,3,1,3
943,5,3,1,3
944,5,3,1,3
945,5,3,1,3
946,5,3,1,3
947,6,3,1,3
948,6,3,1,3
949,6,3,1,3
950,22,4,2,4
951,22,4,2,4
952,22,4,2,4
953,22,4,2,4
954,22,4,2,4
955,22,4,2,4
956,22,4,2,4
957,22,4,2,4
958,23,4,2,4
959,23,4,2,4
960,23,4,2,4
961,23,4,2,4
962,5,4,2,5
963,5,4,2,5
964,6,4,2,5
965,6,4,2,5
966,5,4,2,0
967,5,4,2,0
968,5,4,2,0
969,5,4,2,0
970,6,4,2,0
971,6,4,2,0
972,6,4,2,0
973,6,4,2,0
974,6,4,2,0
975,6,4,2,0
976,6,4,2,0
977,6,4,2,0
978,5,4,2,2
979,6,4,2,2
980,6,4,2,2
981,6,4,2,2
982,5,4,2,3
983,5,4,2,3
984,5,4,2,3
985,5,4,2,3
986,6,4,2,3
987,6,4,2,3
988,5,4,2,4
989,5,4,2,4
990,5,4,2,4
991,5,4,2,4
992,5,4,2,4
993,5,4,2,4
994,5,4,2,4
995,5,4,2,4
996,5,4,2,4
997,5,4,2,4
998,5,4,2,5
999,5,4,2,5
1000,6,4,2,5
1001,6,4,2,5
1002,6,4,2,5
1003,6,4,2,5
1004,6,4,2,5
1005,6,4,2,5
1006,5,4,2,6
1007,5,4,2,6
1008,5,4,2,6
1009,6,4,2,6
1010,6,4,2,6
1011,6,4,2,6
1012,6,4,2,6
1013,6,4,2,6
1014,6,4,2,6
1015,6,4,2,6
1016,6,4,2,6
1017,6,4,2,6
1018,6,4,2,2
1019,7,4,2,2
1020,7,4,2,2
1021,7,4,2,2
1022,5,4,2,3
1023,5,4,2,3
1024,6,4,2,3
1025,6,4,2,3
1026,6,4,2,3
1027,6,4,2,3
1028,6,4,2,3
1029,6,4,2,3
1030,5,4,2,4
1031,6,4,2,4
1032,6,4,2,4
1033,5,4,2,5
1034,6,4,2,5
1035,19,2,1,6
1036,19,2,1,6
1037,19,2,1,6
1038,19,2,1,6
1039,19,2,1,6
1040,6,2,1,2
1041,6,2,1,2
1042,7,2,1,0
1043,7,2,1,0
1044,6,3,1,1
1045,6,3,1,2
1046,6,3,1,2
1047,6,3,1,2
1048,6,3,1,2
1049,6,3,1,2
1050,6,3,1,2
1051,6,3,1,2
1052,7,3,1,2
1053,1,3,1,6
1054,5,4,2,5
1055,13,4,2,5
1056,20,1,1,1
1057,20,1,1,1
1058,16,3,1,6
1059,16,3,1,6
1060,16,3,1,6
1061,17,4,2,4
1062,17,4,2,4
1063,5,3,1,1
1064,17,3,1,2
1065,17,3,1,2
1066,17,3,1,2
1067,17,3,1,2
1068,17,3,1,2
1069,17,3,1,2
1070,17,3,1,2
1071,17,3,1,2
1072,16,3,1,4
1073,18,3,1,0
1074,19,3,1,4
1075,1,4,2,0
1076,1,4,2,0
1077,1,4,2,0
1078,1,4,2,0
1079,2,4,2,0
1080,2,4,2,0
1081,3,4,2,0
1082,1,4,2,5
1083,18,4,2,5
1084,18,4,2,5
1085,18,4,2,5
1086,17,2,1,4
1087,18,2,1,5
1088,18,2,1,5
1089,20,2,1,3
1090,20,2,1,3
1091,20,2,1,3
1092,20,2,1,3
1093,20,2,1,3
1094,20,2,1,3
1095,20,2,1,3
1096,20,2,1,3
1097,20,2,1,3
1098,20,2,1,3
1099,1,2,1,5
1100,18,2,1,0
1101,18,2,1,0
1102,17,2,1,3
1103,17,2,1,3
1104,17,2,1,3
1105,18,2,1,3
1106,18,2,1,3
1107,18,2,1,3
1108,21,2,1,3
1109,6,2,1,5
1110,6,2,1,5
1111,6,2,1,5
1112,6,2,1,5
1113,23,2,1,0
1114,23,2,1,0
1115,7,2,1,2
1116,7,2,1,2
1117,7,2,1,3
1118,7,2,1,3
1119,12,3,1,6
1120,12,3,1,6
1121,12,3,1,6
1122,12,3,1,6
1123,1,3,1,3
1124,1,3,1,2
1125,1,3,1,2
1126,23,3,1,6
1127,20,4,2,6
1128,13,3,1,4
1129,13,3,1,4
1130,13,3,1,4
1131,13,3,1,4
1132,13,3,1,4
1133,13,3,1,4
1134,13,3,1,4
1135,13,3,1,4
1136,13,3,1,4
1137,16,3,1,5
1138,2,4,2,2
1139,2,4,2,2
1140,2,4,2,2
1141,10,4,2,2
1142,10,4,2,2
1143,10,4,2,2
1144,22,2,1,5
1145,22,2,1,5
1146,23,2,1,6
1147,23,2,1,6
1148,18,2,1,0
1149,18,2,1,0
1150,5,2,1,0
1151,5,2,1,0
1152,3,2,1,0
1153,20,2,1,4
1154,20,2,1,4
1155,7,3,1,3
1156,7,3,1,3
1157,7,3,1,3
1158,7,3,1,3
1159,7,3,1,3
1160,7,3,1,3
1161,7,3,1,3
1162,7,3,1,3
1163,7,3,1,3
1164,7,3,1,3
1165,7,3,1,3
1166,7,3,1,3
1167,7,3,1,3
1168,7,3,1,3
1169,23,3,1,3
1170,23,3,1,3
1171,23,3,1,3
1172,23,3,1,3
1173,23,3,1,3
1174,23,3,1,3
1175,15,4,2,1
1176,0,2,1,1
1177,0,2,1,1
1178,0,2,1,1
1179,0,2,1,1
1180,1,2,1,1
1181,1,2,1,1
1182,1,2,1,1
1183,15,3,1,5
1184,15,3,1,5
1185,15,3,1,5
1186,15,3,1,5
1187,15,3,1,5
1188,21,3,1,5
1189,21,3,1,5
1190,22,3,1,5
1191,22,3,1,5
1192,22,3,1,5
1193,2,3,1,1
1194,2,3,1,1
1195,4,3,1,6
1196,4,3,1,6
1197,4,3,1,6
1198,1,3,1,6
1199,15,2,1,3
1200,15,2,1,3
1201,23,2,1,2
1202,23,2,1,2
1203,23,2,1,2
1204,23,2,1,2
1205,23,2,1,2
1206,23,2,1,2
1207,23,2,1,2
1208,15,2,1,2
1209,5,3,1,3
1210,21,3,1,5
1211,22,3,1,5
1212,22,3,1,5
1213,22,3,1,5
1214,22,3,1,5
1215,22,3,1,5
1216,22,3,1,5
1217,22,3,1,5
1218,22,3,1,5
1219,22,3,1,5
1220,22,3,1,5
1221,9,1,1,5
1222,9,1,1,5
1223,10,1,1,5
1224,10,1,1,5
1225,9,1,1,0
1226,9,1,1,0
1227,9,1,1,0
1228,9,1,1,0
1229,9,1,1,3
1230,9,1,1,3
1231,9,1,1,3
1232,9,1,1,3
1233,9,1,1,3
1234,9,1,1,3
1235,9,1,1,3
1236,9,1,1,3
1237,9,1,1,4
1238,9,1,1,4
1239,9,1,1,1
1240,10,1,1,1
1241,20,2,1,1
1242,20,2,1,1
1243,20,2,1,1
1244,20,2,1,1
1245,20,2,1,1
1246,14,2,1,4
1247,14,2,1,4
1248,14,2,1,4
1249,16,3,1,4
1250,19,3,1,1
1251,19,3,1,1
1252,19,3,1,1
1253,19,3,1,1
1254,10,3,1,2
1255,10,3,1,2
1256,8,3,1,3
1257,9,3,1,3
1258,8,4,2,5
1259,7,3,1,0
1260,21,3,1,4
1261,21,3,1,4
1262,19,4,2,0
1263,19,4,2,0
1264,19,4,2,0
1265,16,2,1,2
1266,16,2,1,2
1267,16,2,1,2
1268,16,2,1,2
1269,16,2,1,2
1270,1,3,1,4
1271,13,2,1,3
1272,13,2,1,3
1273,11,3,1,1
1274,22,4,2,0
1275,22,4,2,0
1276,22,4,2,0
1277,19,4,2,4
1278,8,3,1,5
1279,9,3,1,5
1280,1,2,1,6
1281,1,1,1,2
1282,1,1,1,2
1283,1,1,1,2
1284,1,1,1,2
1285,1,1,1,2
1286,1,1,1,2
1287,1,1,1,2
1288,1,1,1,2
1289,1,1,1,2
1290,1,1,1,2
1291,1,1,1,2
1292,1,1,1,2
1293,1,1,1,2
1294,1,1,1,2
1295,1,1,1,2
1296,1,1,1,2
1297,1,1,1,2
1298,1,1,1,2
1299,1,1,1,2
1300,1,1,1,2
1301,14,1,1,3
1302,14,1,1,3
1303,14,1,1,3
1304,1,2,1,4
1305,13,3,1,0
1306,13,3,1,0
1307,4,4,2,6
1308,4,4,2,6
1309,4,4,2,6
1310,5,3,1,2
1311,5,3,1,2
1312,5,3,1,2
1313,5,3,1,2
1314,15,3,1,2
1315,12,3,1,5
1316,8,3,1,0
1317,8,3,1,3
1318,8,3,1,3
1319,16,3,1,3
1320,16,3,1,3
1321,8,3,1,5
1322,8,3,1,5
1323,8,3,1,5
1324,8,3,1,5
1325,8,3,1,5
1326,8,3,1,6
1327,8,3,1,1
1328,8,3,1,1
1329,8,3,1,2
1330,8,3,1,3
1331,8,3,1,4
1332,8,3,1,4
1333,8,3,1,4
1334,20,3,1,5
1335,20,3,1,5
1336,20,3,1,5
1337,20,3,1,5
1338,20,3,1,5
1339,8,3,1,6
1340,8,3,1,1
1341,13,3,1,1
1342,8,3,1,3
1343,8,3,1,3
1344,8,3,1,3
1345,8,3,1,3
1346,8,3,1,3
1347,8,3,1,3
1348,8,3,1,3
1349,8,3,1,3
1350,8,4,2,4
1351,8,4,2,4
1352,8,4,2,4
1353,8,4,2,4
1354,8,4,2,4
1355,8,4,2,4
1356,8,4,2,4
1357,8,4,2,4
1358,8,4,2,5
1359,8,4,2,5
1360,8,4,2,5
